Date,boiler,ng_meter_m3,boiler_steam_tons,feed_water_kl,hp_steam_tons,lp_steam_kg,soft_water_inlet_kl,soft_water_outlet_kl,ng_skid_converted,ng_skid_unconverted,cereal_condensate_ltr,da_makeup_tank_kl,Avg_Feed_Water_Tank_Level_(50 to 70%),Avg_Feed_Water_Tank_Temperature_(102 to 105 C),Avg_Feed_Water_Tank_Pressure_(<0.5 kg/cm2),Avg_Boiler1_Level_Guage_(40-50%),Avg_Boiler1_Drum_Steam_Pressure,Avg_Boiler1_Modulation_%,Avg_Boiler1_F.D_FAN_AIR_Temperature_(OUTLET_TEMPERATURE),Avg_BOILER1_A.P.H_FLUE_GAS_OUTLET_TEMPERATURE_(<300 C),Avg_BOILER1_A.P.H_FLUE_GAS_INLET_TEMPERATURE_(<150 C),Avg_BOILER1_A.P.H_FLUE_GAS_O2_%,Avg_Chimney_Temperature_C,Avg_NG_CV_kcal_per_Nm3,Avg_SoftWater_pH,Avg_SoftWater_Hardness_ppm,Avg_Feed_Water_Temp_C,Avg_Feed_Water_Conductivity_uScm,Avg_Feed_Water_pH,Avg_Feed_Water_DO_ppm,Avg_Boiler1Water_TDS_ppm,Avg_Boiler1Water_Conductivity_uScm,Avg_Boiler1Water_pH,Conversion_Rate,Total_Fuel_Corrected,Boiler_Yield,Efficiency_%
2025-09-01,Boiler1,5275,287,315,330,70844,119,79,34928.84,8293,69540,281,59.888888888888886,102.0,0.2777777777777778,48.55555555555556,14.91111111111111,61.888888888888886,105.22222222222224,234.22222222222223,167.55555555555554,5.077777777777778,160.11111111111111,9450.0,7.188888888888889,0.0,103.9,53.44444444444444,8.773333333333333,0.0711111111111111,2244.8888888888887,3871.1111111111113,11.715555555555556,4.211846135294826,22217.488363680208,12.917751786433705,77.24678872501255
2025-09-02,Boiler1,5219,287,307,338,70896,206,166,37076.39,8796,66330,284,60.0,102.0,0.2666666666666666,48.41666666666666,14.975,62.333333333333336,104.08333333333331,235.25,168.25,4.991666666666666,159.5,9450.0,7.158333333333334,0.0,103.90000000000002,59.91666666666666,8.735000000000001,0.06,2290.1666666666665,3907.8333333333335,11.7125,4.215142110050023,21998.826672351068,13.046150336768283,78.01459846886517
2025-09-03,Boiler1,5082,272,294,373,60363,138,100,38241.08,9077,93750,290,60.0,102.0,0.2833333333333333,48.583333333333336,15.0,59.91666666666666,106.08333333333331,233.8333333333333,167.33333333333334,4.966666666666667,164.91666666666666,9450.0,7.15,0.0,103.90000000000002,58.66666666666666,8.761666666666667,0.065,2274.9166666666665,3942.4166666666665,11.729166666666666,4.2129646358929165,21410.2862796078,12.70417389323122,75.96961552449696
2025-09-04,Boiler1,4000,219,234,215,77644,169,70,25678.35,6073,1140,235,59.75,102.0,0.25,48.5,14.95,45.75,104.16666666666669,223.91666666666663,156.33333333333334,5.0,156.08333333333334,9450.0,7.15,0.0,103.90000000000002,53.25,8.750833333333334,0.0566666666666666,2273.1666666666665,3877.75,11.740833333333333,4.228280915527746,16913.123662110982,12.94852472997681,77.43080767100419
2025-09-05,Boiler1,2754,153,163,149,48061,63,27,11358.45,2717,39180,162,59.66666666666666,94.5,0.2416666666666666,49.083333333333336,14.991666666666667,39.0,100.66666666666669,218.91666666666663,147.83333333333334,4.741666666666666,149.83333333333334,9450.0,7.191666666666666,0.0,103.90000000000002,55.083333333333336,8.748333333333333,0.065,2258.083333333333,3862.0833333333335,11.728333333333332,4.180511593669489,11513.128928965773,13.2891762911704,79.4678679591576
2025-09-06,Boiler1,2455,135,154,132,54557,190,140,10232.37,2445,"19,650",151,59.5,102.0,0.2416666666666666,49.083333333333336,14.983333333333334,24.75,96.91666666666669,208.66666666666663,133.25,4.308333333333334,140.66666666666666,9450.0,7.258333333333333,0.0,103.90000000000002,54.083333333333336,8.833333333333334,0.0616666666666666,2293.1666666666665,3933.25,11.733333333333334,4.185018404907976,10274.220184049082,13.139683361038925,78.57391605632907
2025-09-07,Boiler1,4122,230,249,227,53384,70,35,18705.86,4458,72510,242,59.75,102.08333333333331,0.2666666666666666,49.333333333333336,14.991666666666667,45.333333333333336,99.33333333333331,224.75,153.75,5.0,150.91666666666666,9450.0,7.166666666666667,0.0,103.90000000000002,57.91666666666666,8.764166666666666,0.06,2306.4166666666665,3870.0833333333335,11.716666666666669,4.196020637056976,17295.997065948854,13.297874596244462,79.51988290304493
2025-09-08,Boiler1,4575,247,266,245,36160,75,50,25767.65,6143,68430,264,59.75,102.41666666666669,0.2166666666666666,49.25,15.0,54.66666666666666,100.66666666666669,230.8333333333333,162.41666666666666,4.983333333333333,153.33333333333334,9450.0,7.125,0.0,103.90000000000002,53.75,8.77,0.0525,2222.6666666666665,3859.8333333333335,11.735833333333332,4.194636171251831,19190.460483477127,12.870978276559104,76.96708808554021
2025-09-09,Boiler1,4735,256,279,256,37180,92,59,24095.97,5748,80280,282,59.583333333333336,102.41666666666669,0.2166666666666666,48.75,14.991666666666667,53.91666666666666,99.58333333333331,231.3333333333333,161.5,4.9750000000000005,154.83333333333334,9450.0,7.158333333333332,0.0,103.90000000000002,57.91666666666666,8.762500000000001,0.0625,2244.583333333333,3911.25,11.7,4.192061586638831,19849.411612734864,12.897107732692543,77.12333946819636
2025-09-10,Boiler1,4790,258,276,257,39330,89,60,25596.86,6112,75720,273,59.66666666666666,102.0,0.225,48.833333333333336,15.033333333333331,56.41666666666666,101.0,232.91666666666663,164.41666666666666,4.991666666666667,156.91666666666666,9450.0,7.141666666666667,0.0,103.90000000000002,59.75,8.723333333333333,0.0625,2313.6666666666665,3882.5,11.734166666666669,4.187967931937173,20060.36639397906,12.861180844505231,76.90850047862335
2025-09-11,Boiler1,3399,187,206,186,54910,80,52,19627.08,4671,15750,196,59.583333333333336,102.0,0.225,49.0,14.991666666666667,36.25,97.58333333333331,218.41666666666663,145.16666666666666,4.675,149.5,9450.0,7.183333333333334,0.0,103.90000000000002,57.66666666666666,8.772499999999999,0.0666666666666666,2276.75,3837.4166666666665,11.603333333333332,4.201901091843289,14282.261811175338,13.09316426713866,78.29573679746092
2025-09-12,Boiler1,4508,244,264,243,44200,70,38,23750.14,5658,66180,267,59.66666666666666,102.0,0.2583333333333333,47.333333333333336,14.95,54.75,99.25,231.5833333333333,161.25,4.908333333333333,154.75,9450.0,7.216666666666666,0.0,103.90000000000002,60.25,8.826666666666666,0.0633333333333333,2272.333333333333,3846.6666666666665,11.655,4.197621067515023,18922.87577235772,12.894446009968098,77.10742264796797
2025-09-13,Boiler1,4638,255,272,257,42880,64,28,25175.11,5989,70410,270,59.75,102.0,0.2416666666666666,48.41666666666666,14.991666666666667,51.083333333333336,99.58333333333331,229.16666666666663,159.66666666666666,4.95,154.25,9450.0,7.133333333333333,0.0,103.90000000000002,59.083333333333336,8.751666666666667,0.06,2211.25,3887.5,11.67,4.203558190015028,19496.1028852897,13.079537049037832,78.21424747525163
2025-09-14,Boiler1,4296,232,252,228,38725,63,27,21134.81,5039,73890,249,59.833333333333336,102.0,0.2416666666666666,48.833333333333336,14.983333333333334,53.0,101.41666666666669,230.41666666666663,161.58333333333334,4.933333333333334,153.66666666666666,9450.0,7.176666666666667,0.0,103.90000000000002,58.16666666666666,8.6325,0.0716666666666666,2233.75,3910.75,11.715833333333334,4.194246874379838,18018.484572335783,12.875666600519516,76.99512376670454
2025-09-15,Boiler1,3434,190,206,187,44375,67,25,14141.09,3376,71460,201,59.833333333333336,102.16666666666669,0.2666666666666666,48.5,14.991666666666667,40.75,100.83333333333331,221.25,150.75,4.883333333333334,149.66666666666666,9450.0,7.166666666666667,0.0,103.90000000000002,59.083333333333336,8.736666666666666,0.0633333333333333,2283.083333333333,3912.5,11.699166666666663,4.188711492890995,14384.035266587678,13.209088859879698,78.98895359489966
2025-09-16,Boiler1,3400,188,204,184,30199,66,30,13737.14,3281,71130,206,59.833333333333336,102.33333333333331,0.2749999999999999,48.833333333333336,14.983333333333334,42.0,100.16666666666669,221.91666666666663,151.0,4.875,151.16666666666666,9450.0,7.016666666666667,0.0,103.90000000000002,61.16666666666666,8.8475,0.05875,2246.1666666666665,3757.6666666666665,11.696666666666664,4.18687595245352,14235.37823834197,13.206533528813129,78.97367298552697
2025-09-17,Boiler1,5139,284,310,299,60721,158,124,26782.53,6390,93510,318,59.75,102.08333333333331,0.25,48.833333333333336,14.975,57.25,102.16666666666669,231.3333333333333,162.25,4.441666666666667,154.33333333333334,9450.0,7.291666666666667,0.0,103.90000000000002,64.66666666666667,8.7025,0.0658333333333333,2328.9166666666665,3727.6666666666665,11.719166666666666,4.191319248826291,21539.18961971831,13.185268573893271,78.84651080536602
2025-09-18,Boiler1,5063,283,304,310,"65,823",181,96,28198.01,6696,92250,256,59.75,102.58333333333331,0.275,49.0,14.983333333333334,62.25,102.33333333333331,235.16666666666663,166.0,4.608333333333333,154.16666666666666,9450.0,7.016666666666667,0.0,103.90000000000002,62.833333333333336,8.664166666666667,0.0666666666666666,2342.333333333333,3789.25,11.725833333333334,4.211172341696535,21321.16556600956,13.27319555414746,79.3723048428437
2025-09-19,Boiler1,5399,298,323,320,64429,130,95,31336.14,7434,97620,232,59.25,102.33333333333331,0.2416666666666666,48.833333333333336,14.975,64.25,104.5,243.75,167.83333333333334,4.633333333333334,159.41666666666666,9450.0,7.166666666666667,0.0,103.90000000000002,67.16666666666667,8.7125,0.0566666666666666,2227.6666666666665,3999.0,11.8175,4.215246166263116,22758.114051654564,13.094230889414792,78.3021150858021
2025-09-20,Boiler1,4908,270,293,296,57726,112,71,24798.79,5879,91560,216,59.41666666666666,102.25,0.25,49.0,15.008333333333333,61.5,104.91666666666669,232.91666666666663,166.66666666666666,4.741666666666666,158.41666666666666,9450.0,7.15,0.0,103.90000000000002,65.41666666666667,8.654166666666667,0.0699999999999999,2290.1666666666665,3768.5,11.815833333333332,4.218198673243749,20702.91908828032,13.041639145121511,77.98762202019225
2025-09-21,Boiler1,3927,216,233,225,52945,95,61,19605.95,4649,57840,174,59.75,102.5,0.2583333333333333,48.91666666666666,14.941666666666668,54.5,104.91666666666669,229.8333333333333,163.41666666666666,4.733333333333333,156.58333333333334,9450.0,7.158333333333334,0.0,103.90000000000002,58.25,8.736666666666666,0.06,2274.9166666666665,3821.4166666666665,11.753333333333332,4.217240266724027,16561.102527425253,13.04260991333778,77.99342711139874
2025-09-22,Boiler1,3728,206,225,215,11666,87,50,23135.22,5480,18420,212,59.5,102.0,0.2416666666666666,48.91666666666666,14.958333333333334,37.41666666666666,100.83333333333331,218.25,146.33333333333334,4.683333333333334,149.0,9450.0,7.15,0.0,103.90000000000002,58.75,8.6925,0.0666666666666666,2273.1666666666665,3879.6666666666665,11.716666666666669,4.221755474452555,15738.704408759126,13.08875207576514,78.26935235994583
2025-09-23,Boiler1,5082,272,294,373,60363,138,100,38241.08,9077,93750,290,59.583333333333336,102.58333333333331,0.2749999999999999,48.5,15.0,59.0,106.0,233.25,166.5,4.866666666666666,161.25,9450.0,7.216666666666666,0.0,103.90000000000002,58.25,8.724166666666667,0.0583333333333333,2258.083333333333,3880.0,11.796666666666669,4.2129646358929165,21410.2862796078,12.70417389323122,75.96961552449696
2025-09-24,Boiler1,4918,266,286,375,63955,149,111,38959.73,9255,92940,321,59.583333333333336,102.75,0.3,48.333333333333336,14.991666666666667,57.16666666666666,106.91666666666669,232.0,166.16666666666666,4.775,161.5,9450.0,7.25,0.0,103.90000000000002,58.16666666666666,8.775,0.0583333333333333,2293.1666666666665,3909.5,11.695,4.209587250135063,20702.75009616424,12.84853455528519,76.83287700731917
2025-09-25,Boiler1,4959,268,289,320,59421,200,99,33766.98,8036,67230,275,59.583333333333336,102.33333333333331,0.2749999999999999,48.41666666666666,14.975,59.583333333333336,106.58333333333331,233.41666666666663,167.08333333333334,5.091666666666667,159.75,9450.0,7.166666666666667,0.0,103.90000000000002,52.75,8.810833333333333,0.0683333333333333,2322.5,3810.5,11.806666666666668,4.201963663514187,20837.53780736685,12.86140437884422,76.90983719031607
2025-09-26,Boiler1,5049,277,302,322,68748,125,73,33967.15,8050,59850,275,59.583333333333336,102.08333333333331,0.2166666666666666,48.5,14.958333333333334,61.75,105.0,235.0833333333333,168.33333333333334,4.933333333333334,157.25,9450.0,7.116666666666667,0.0,103.90000000000002,53.75,8.785,0.0575,2310.333333333333,3935.0,11.735,4.219521739130435,21304.365260869567,13.00203017588959,77.75076457561066
2025-09-27,Boiler1,4775,258,288,258,41936,154,120,25186.09,5979,55530,217,59.41666666666666,102.75,0.2916666666666667,48.25,14.975,60.91666666666666,103.75,234.66666666666663,167.75,4.933333333333334,158.5,9450.0,7.15,0.0,103.90000000000002,57.66666666666666,8.679166666666667,0.0616666666666666,2276.0,3810.9166666666665,11.8075,4.2124251547081455,20114.330113731397,12.826676232377825,76.70216654938316
2025-09-28,Boiler1,4340,242,251,259,74833,92,53,33164.38,7859,11160,261,59.75,102.08333333333331,0.2666666666666666,48.91666666666666,14.983333333333334,45.5,103.16666666666669,225.25,156.33333333333334,4.833333333333333,154.08333333333334,9450.0,7.141666666666667,0.0,103.90000000000002,53.333333333333336,8.663333333333334,0.0608333333333333,2268.5,3886.0,11.811666666666667,4.219923654408958,18314.46866013488,13.213596555315943,79.0159091366036
2025-09-29,Boiler1,5128,281,300,347,67311,140,99,36185.2,8583,80610,279,59.41666666666666,102.16666666666669,0.2833333333333333,48.583333333333336,14.966666666666669,63.583333333333336,105.58333333333331,235.66666666666663,168.83333333333334,4.9750000000000005,161.33333333333334,9450.0,7.208333333333333,0.0,103.90000000000002,57.333333333333336,8.739166666666668,0.0616666666666666,2316.1666666666665,3936.9166666666665,11.8325,4.215915181172084,21619.21304905045,12.997697897812332,77.72485801115079
2025-09-30,Boiler9,5550,306,331,334,64300,128,86,35537.91,8438,72570,271,59.75,102.16666666666669,0.2583333333333333,48.333333333333336,15.008333333333333,61.16666666666666,105.75,234.8333333333333,168.58333333333334,5.058333333333334,160.0,9450.0,7.191666666666666,0.0,103.90000000000002,63.25,8.834166666666667,0.0558333333333333,2337.333333333333,3964.3333333333335,11.778333333333334,4.211650865133919,23374.66230149325,13.09109821793882,78.28338204187543
2025-10-01,Boiler1,4785,256,282,289,78900,122,75,32489.45,7703,36870,276,59.75,102.0,0.2666666666666666,48.75,14.783333333333331,63.458333333333336,104.25,233.5833333333333,166.58333333333334,4.866666666666666,159.41666666666666,9450.0,7.166666666666667,0.0,103.90000000000002,65.75,8.725833333333334,0.0641666666666666,2289.9166666666665,3806.3333333333335,11.7925,4.217765805530313,20182.009379462543,12.684564514200884,75.85235351296211
2025-10-02,Boiler1,5460,300,324,319,77778,144,107,36524.09,8643,46320,280,59.66666666666666,102.16666666666669,0.2583333333333333,47.75,14.95,67.83333333333333,104.08333333333331,235.75,166.25,4.916666666666667,154.41666666666666,9450.0,7.15,0.0,103.90000000000002,69.0,8.729999999999999,0.055,2315.833333333333,3844.25,11.718333333333334,4.225857919703806,23073.18424158278,13.002106551870558,77.75122129589474
2025-10-03,Boiler1,3686,203,225,199,57578,69,35,20618.02,4873,23730,199,59.833333333333336,102.33333333333331,0.2666666666666666,48.083333333333336,15.008333333333333,48.333333333333336,103.0,226.8333333333333,158.0,4.8500000000000005,153.33333333333334,9450.0,7.216666666666666,0.0,103.90000000000002,74.0,8.756666666666666,0.065,2310.583333333333,3974.9166666666665,11.7425,4.231073260824954,15595.73603940078,13.0163782900111,77.83656477973834
